Gene,log2FoldChange
NMNAT1,-0.2755067256822808
TCTN3,-0.2755672904676276
ZNF708,-0.275758624510564
PAAF1,-0.2758775334624139
EGLN1,-0.2761092805656559
GPR183,-0.2762321358737393
CKLF,-0.276676946300208
RALA,-0.2767034216656007
PNKP,-0.2767960436668277
HK3,-0.2769273809831124
DOCK11,-0.27721172492607493
PRRC2A,-0.2772776224606802
ADAM1A,-0.2773825765450734
CCSAP,-0.27740909803021585
XIRP2,-0.2775414442492461
LOC399715,-0.2778669608637036
DHRSX,-0.27806013163939686
PAX5,-0.2782458005428974
LOC100132215,-0.278293211261096
LRRC8B,-0.27842432141650547
RPL7,-0.27842910992401326
LSM7,-0.27844321676600176
BANP,-0.27867727278250437
ZBTB45,-0.2788787629028075
ABHD10,-0.2790059258257682
FRG1JP,-0.2791328625712236
TYK2,-0.2791529234744902
TRAK1,-0.2793008435875531
PHACTR1,-0.2793552805386241
TBC1D32,-0.2793781518108588
PGRMC1,-0.27939924442356234
MRRF,-0.2794418714344669
POLR3D,-0.2795128271656798
EML2,-0.2796237377015115
MFSD3,-0.27972627084471907
PACRGL,-0.2797430454955195
NIT2,-0.2797751581341953
LOC100190986,-0.2797875469860148
CA13,-0.27983456121936445
DICER1,-0.2800118615399097
SNORD3E,-0.28002687649912883
RNU5E-1,-0.28012798187180893
PHGDH,-0.2801435927743164
CYSLTR1,-0.28029872676523243
RAB39A,-0.28047910727234876
MARS2,-0.2807299756978127
FAM57A,-0.28089331058229133
DDX56,-0.2811215635681743
ETFRF1,-0.28145121618948343
RAB5C,-0.2814776912165514
ZNF788,-0.2815515593945287
SNX8,-0.28193557946212494
C5orf24,-0.2819670698464492
B3GAT3,-0.28207685473206473
FAM221A,-0.2820856602456435
MT-ND1,-0.2821297254534987
SMA5,-0.2821751093026338
SLC50A1,-0.28218414324776964
CBX3P2,-0.2823338899443854
GAS8,-0.2826217632827624
ZNF138,-0.28264055007959704
KLF7,-0.2827165575325406
MARCKS,-0.28272106518434365
RSL1D1,-0.2827559339751081
FUCA2,-0.282931299942269
EMC1,-0.28305672943437066
NMI,-0.2830975236675786
ABHD12,-0.2831611881252229
TRIM5,-0.283253343921772
C8orf76,-0.2834236414950935
UBXN2B,-0.28350139537669194
PMF1,-0.2835274703909164
TBK1,-0.283547708119454
SMPDL3B,-0.2837390658964189
TMEM5,-0.2837834998644527
MED21,-0.2842376691606644
BTBD2,-0.2843354273362274
BAX,-0.28435847239863365
TTC26,-0.28439193299137727
MCAM,-0.2844079918729507
LINC02035,-0.2845857358506646
C19orf68,-0.28460507474298946
ZFAT,-0.28464827944257887
CTBS,-0.2847303222694485
ZNF124,-0.2847394879528582
NHSL2,-0.2849493407562253
IP6K2,-0.2850795134627636
LINC01481,-0.2852104587980518
MTHFD2P1,-0.2853087320473002
DEXI,-0.2853117229964867
COMMD9,-0.2853511435244168
TMEM192,-0.28546136536545985
FAM207A,-0.2855621656782511
INTS7,-0.2855751017393547
PRND,-0.2856418004409616
ZNF98,-0.28566721025936653
SNX2,-0.2856999024474218
UBE2E3,-0.28578457196968987
DMAC2,-0.2858758025813135
ZNF551,-0.28591259730519636
BEX4,-0.28591459379326173
PLEKHG2,-0.28613581018598094
NINJ1,-0.28614008884182307
DHX32,-0.2861677633908498
ZNF213-AS1,-0.28618746823837177
MYO9B,-0.28627923118441073
TPM3P9,-0.2864426120076783
UBXN11,-0.2864496498072566
CDA,-0.28647369114088245
CASP9,-0.2864940506463063
NFU1,-0.28654006429818696
NENF,-0.2865693651678475
FAM155A,-0.28673926031027425
BRD3,-0.2867490522937602
NPM3,-0.28680628297930266
ZCRB1,-0.28705206334546335
HAUS7,-0.2871848547848878
TMEM234,-0.28723031281068584
EDEM2,-0.28723388443446307
TSSC4,-0.28723529010360255
CLDND2,-0.2872783587870931
TMEM115,-0.28749260527528553
NME7,-0.28773414961484256
RPGR,-0.28787889864376426
TGFBRAP1,-0.2880333130742872
SMARCB1,-0.28806519626228433
MYCT1,-0.2882795881615481
HMGN1,-0.2883471743682616
SND1,-0.28864884180631734
MCM5,-0.28865877690329284
AAMDC,-0.2886677815734916
LENG8,-0.28872352097797527
BMPR1B,-0.2887591971720552
TSC22D1-AS1,-0.28885454975926206
PFKFB4,-0.2889467807218339
GMPR2,-0.2890718167982816
MGAT4B,-0.28926576625493633
NUMBL,-0.28930006500826344
PIGP,-0.2893798945134541
ANP32A,-0.28941658958425404
STUB1,-0.28945991233476864
FLYWCH2,-0.2894781917084449
PHF14,-0.2897219864823268
ATF6B,-0.289848174417611
EIF4EBP3,-0.28994614481998543
RNF11,-0.2900197953322798
ZNF778,-0.29003314562314475
USP46,-0.29008378012071406
TSPOAP1,-0.29015420858412305
CHPF2,-0.2901869968327822
SLC36A4,-0.2902859368285373
ALG1,-0.2903748291065556
CAMK2G,-0.29053023951382234
BNIPL,-0.2905693731679574
LOC101928020,-0.2906628724167507
SETDB1,-0.29071332976042336
POLR3C,-0.2907189504816465
PLAUR,-0.2907391422699962
CMBL,-0.29093300434526626
HOMEZ,-0.2909495478091817
HIVEP1,-0.29096436974404016
ZNF428,-0.29099674746704735
AK9,-0.2910427067889598
SLC20A2,-0.2911197974166989
PSMD6-AS2,-0.29127299128879147
SMARCD2,-0.291454486987381
LINC02042,-0.29147332200999226
RNH1,-0.2917933088829554
TTC3,-0.2920574294273954
SRSF9,-0.29217901872025
AKR7L,-0.29219302597597785
ZNF587,-0.2922038741428191
CEP85,-0.29226676909472543
PLOD3,-0.29226916802474484
KIAA1468,-0.2923823739931811
RNPC3,-0.29249904503597246
MRPL45P2,-0.2926679821394294
RABEP2,-0.29277978868095744
ITFG1,-0.2931505988071354
PCCA,-0.29322348139467486
ZNF544,-0.2933127811591162
RNU5B-1,-0.29338054177830064
ACP6,-0.29341481421436366
FOCAD,-0.2934516380487868
FBXW8,-0.29352658777402707
FN3KRP,-0.29359677664285677
SLC25A5,-0.2936645372739234
ZNF566,-0.2937099026097194
BRWD1,-0.29378391435688234
FRRS1L,-0.2939023791931707
HDAC8,-0.2939419567609912
AMER1,-0.29403706062549934
ZNF490,-0.29405515359837786
FADS1,-0.2943664139450484
ERGIC3,-0.294576040695566
ZNF710,-0.2946109117748977
PAIP2,-0.2946840269693213
RPL39,-0.29472348131154613
TMED1,-0.29473479744959813
LYSMD2,-0.2948617964378442
TFAMP1,-0.2949372748877649
TCP11L1,-0.29503783238954173
IDUA,-0.29507580905313346
RNASEH2C,-0.2950847424074822
CTDSPL2,-0.29517264502953616
FBRS,-0.29525030255575047
SLC36A2,-0.29525782945147366
ABRAXAS2,-0.29528054395944414
ATP6V1E1,-0.2953432897439594
ALOX5AP,-0.2955065216846666
ARHGAP27,-0.2955614366262446
PALD1,-0.2955615614575797
TYMSOS,-0.29566995182946587
RPS8,-0.29574104750032904
TAF1L,-0.2958262067798477
IGBP1P1,-0.29584920206389387
CERS2,-0.29598214060561034
CDH4,-0.29607178246330873
DARS,-0.29608272634803445
LOC101927844,-0.296199015634776
RCAN1,-0.2965069796911645
ATCAY,-0.29656350560516836
MICAL1,-0.2967491934218562
ADAM9,-0.2967508316244928
BACH1,-0.29675147019554543
DOCK8,-0.29680209913605893
COLGALT1,-0.296980216382186
PKN1,-0.2970278791768403
AKIP1,-0.2972435391851357
JUND,-0.29727540025950117
ENTPD6,-0.2973963600900137
RHEB,-0.2975083242881241
RPL31,-0.2977859915883024
CGNL1,-0.2979324666871789
C17orf80,-0.2979815175715304
NCF1,-0.29804013803648455
PHOSPHO2,-0.29814432143266045
UGGT2,-0.2983005648975886
TUBGCP4,-0.29844857796440105
PHKB,-0.298475450760001
SCNM1,-0.29849981484871
PFN4,-0.2985811049930646
DUSP1,-0.2986965590827708
PIK3AP1,-0.2987964676281734
ELF2,-0.2988836117366323
BAP1,-0.29914403956304253
GLUD2,-0.29916474721413233
FSD1L,-0.29922318410103466
SLC35A5,-0.2994042529685294
ZNF16,-0.2994205952810752
BCORL1,-0.2995580567582792
UCKL1,-0.299589973869756
OGFOD2,-0.2996948293584387
CAPN1,-0.29973207281617886
UPF2,-0.29982959533424663
MOG,-0.29984015636415157
CSNK1E,-0.2998967574023469
PIGO,-0.299952970777388
DLG5,-0.3000418025401085
FIBP,-0.3000777313718716
HIST1H1E,-0.30013896723733885
WDR45B,-0.3003704347540577
NLGN2,-0.30037566476806893
C1QL3,-0.300498085425288
EFTUD2,-0.300550125311626
AGTRAP,-0.3005557437990463
MMS19,-0.3006738590091307
DNAJB12,-0.30075467336430955
POC1B-AS1,-0.3008047780941187
KIAA0754,-0.30107665413465484
UPK3A,-0.3011616580722559
ARFGAP2,-0.3011820904803779
LRCH4,-0.3012531042848038
USP54,-0.3015004918603226
GREB1L,-0.3015715164580072
SNORD35B,-0.3017610985577899
ZNF443,-0.3018758710287562
IFT57,-0.3019762595596085
PIBF1,-0.3019923288951459
DAD1,-0.30216821752475426
CR1,-0.30216859110963057
KLHL24,-0.3021961711103188
PRKCSH,-0.30219708801643164
SIRPA,-0.3024809011195607
DOCK2,-0.3027107249518197
ARL8B,-0.30274362111657066
SETDB2,-0.3031753415415509
ANXA4,-0.3032685274652648
ZDHHC11B,-0.3033477746733047
TIMM8A,-0.3033528071899808
ATP6V0C,-0.30338743313563465
VNN3,-0.30342552145382445
GLIPR1,-0.30350278119341606
CKMT2-AS1,-0.3036783822765912
P4HB,-0.3037139340204864
SIK2,-0.303807420509776
BRCA2,-0.3038742647223299
THUMPD2,-0.30439216521457824
MICALCL,-0.3045659821024032
RUNDC1,-0.30457379774167165
CCDC144A,-0.3046026431779164
PCBP2,-0.30461144457465716
PPP2R1A,-0.30465596317208554
PCNX3,-0.30471294199562776
RPL26,-0.30480189447875455
ACACA,-0.30480464057506546
PAIP1,-0.3048896649526689
SPIRE2,-0.3049992985145816
LRRFIP2,-0.30507960305760096
EXOC6,-0.30509242218879334
KLHL26,-0.305113485362857
TRMT44,-0.3052387735103148
RNFT1,-0.3052971831166137
CDC37,-0.3053535485921633
C12orf45,-0.30566396648086114
LAMTOR5,-0.30575413380282124
SCOC-AS1,-0.30583483816566565
CD300LB,-0.3059309699333116
C16orf46,-0.3059763532053734
CYP1A2,-0.3059981701118845
MIF4GD,-0.3062046903190762
DDOST,-0.3062788022172212
LINC01205,-0.3065306895857436
INMT,-0.30674167507574107
GGA3,-0.3068782397698496
NONO,-0.3070066739798716
BCKDHA,-0.3070195552599023
DHRS4L2,-0.3070701347474498
MBTD1,-0.3070747222728829
HDHD5,-0.30720920405889485
GM2A,-0.3072137250402634
PGAM1,-0.307228504261455
C1QBP,-0.30736222749642694
ZNF12,-0.3073956337812015
GATAD1,-0.30751991851615823
METTL1,-0.3076167047703271
BDH1,-0.3076223743693469
NOC2LP2,-0.30764584299082615
ZMYM3,-0.3077002779989933
WRB,-0.30771394351188575
VDAC2,-0.30779293425815407
TAF9,-0.30785172159311747
DIABLO,-0.30792294492713124
BCAT1,-0.307934426731173
SYTL4,-0.308003050045594
SMARCA5-AS1,-0.3080809490566726
PTEN,-0.30810085363391904
FRY,-0.30812011569097303
GALK2,-0.3082112895842401
ADA,-0.30850381383277703
SNORA66,-0.30851303251108875
SLC16A4,-0.30852611885881814
MARC1,-0.30868213117757926
HNRNPH2,-0.3087683636981337
SND1-IT1,-0.3089988757073745
FAM41C,-0.3091415263542372
NAA40,-0.3092101045909711
MEPCE,-0.3092493610612327
LOC100133091,-0.30958957653683966
UFC1,-0.3095927282888556
RBM42,-0.30962125187727507
CSGALNACT2,-0.30965798860467475
SGK3,-0.30969740558747155
CPD,-0.3097447977027915
LOC102724814,-0.3098209964488697
MANEA-AS1,-0.3098688206599293
PFKL,-0.3098811471242231
KIAA0141,-0.3100355067968348
FAM185BP,-0.3100650569408097
TMEM184A,-0.3100866334006625
KYNU,-0.3101142440478482
SAP25,-0.31013414349867885
GPATCH2,-0.3102043459348847
FAM129C,-0.3105147860792303
LRRC57,-0.31072149677512334
LINC01000,-0.31080527982001227
ABAT,-0.3108405906582399
GSDMD,-0.31090603334911726
ZBTB22,-0.310983135066308
TM2D1,-0.31107077236520025
NFKBIL1,-0.31115299575677663
ANKRD42,-0.3113626084809008
ATP6AP1L,-0.31141792108851485
IKBIP,-0.3116285252645267
GDI2,-0.311648066252219
SNHG9,-0.3118140843272744
ECH1,-0.3118172881034507
MAP3K14,-0.3118432137672183
ATP1A2,-0.3122148319666948
UBL7,-0.31222154581040307
DIP2A-IT1,-0.3122908589295738
CLIC4,-0.3122991415227165
HIPK3,-0.31235168551344544
MIR181A2HG,-0.31236745482082323
SPDYE1,-0.3124262574980574
MXD1,-0.3124802332645156
SUSD1,-0.3125430296501366
STXBP4,-0.31254917961054135
TSG101,-0.3125958143580465
GNG10,-0.3126799180713846
WDR34,-0.3130983690991498
BNIP2,-0.3131227681416797
CCDC77,-0.31323300448863495
PKN2,-0.3135612963565628
ADCK2,-0.3136635695539114
ALG9,-0.3136905879419035
SNHG21,-0.31375496565902417
STX10,-0.3142560580133555
NCKAP5L,-0.31438334169959575
CAPNS1,-0.31441052905902717
TOM1,-0.3145165122533824
IQCK,-0.31455228259886814
TBC1D2,-0.31458604628231956
TMEM185B,-0.3146713901380257
CRACR2A,-0.315047956183806
PQLC3,-0.3150910708527459
SCRN1,-0.3151902158107206
TMED3,-0.31533777458026324
ALDH7A1,-0.3153962611197627
MIS18BP1,-0.3154258382977732
RAB8A,-0.3154366552851992
COX19,-0.31565367748287837
C11orf49,-0.3157812273978514
GSE1,-0.3158733029817835
LOC100505658,-0.31587343391000616
ZNF605,-0.31593997011062763
EPM2A,-0.3160511973042
HS6ST1,-0.3160621177258828
LHFP,-0.31615278694486226
MRI1,-0.3162324694241585
FAM161A,-0.31633414443527363
LOC100130872,-0.31635657822767554
STXBP3,-0.316545406859783
FKBP4,-0.31680454114232054
CTAGE11P,-0.316831574219535
PPIL6,-0.31688407985824874
MAGOH2P,-0.3171499026206971
FIG4,-0.3173105512837601
MTM1,-0.31736998947718625
IREB2,-0.3173953228983159
DIP2A,-0.3175736357222108
CPSF6,-0.31773130605411437
NIPAL2,-0.3178444017957984
ZNF320,-0.3179245793819218
AK3,-0.31807783274556334
CD40,-0.318510612618284
MT-COX3,-0.31869140087549286
TMEM123,-0.3186936805482333
FAM229A,-0.31873498344571943
MAF1,-0.31892058247917054
NPHP4,-0.31897192520911155
LINC00578,-0.31901383008324347
SENP3,-0.31922242312692994
GNG4,-0.319482606076918
EML2-AS1,-0.3195278273313564
ADAMTSL4-AS1,-0.31956600742587904
BST2,-0.31961181126767596
SLC35C2,-0.31965383045749124
ZC3H7B,-0.3196922380122055
MT-CYTB,-0.3197119117134586
RNU7-1,-0.3197856891945908
RRNAD1,-0.32007162387141946
USP6,-0.32010341314237084
XYLT1,-0.3201165698470448
RHOG,-0.32022698372909403
ST8SIA4,-0.32050648530611286
MED9,-0.3207107878054323
CYFIP1,-0.3207547739369432
TXNRD1,-0.32086066598380386
ZNF542P,-0.32099201134847843
MERTK,-0.321051705127232
FUNDC1,-0.32107974359573
GCNT7,-0.3212168014681426
LINC00501,-0.32146071515883645
GPATCH2L,-0.3215081438792934
FDX1,-0.3215259538890481
KMT2D,-0.32153013189894436
HIBCH,-0.3215336201264741
ARGFX,-0.3216690137477896
ABTB1,-0.321937203336319
NPTN-IT1,-0.32194281146023074
ZCWPW1,-0.3219651298189251
YBX3P1,-0.3219908261094985
TSPO,-0.32204516038922154
HIST1H3A,-0.32212298258467
TMEM39B,-0.32216403707023084
RALB,-0.32218150208780355
RNASEH1-AS1,-0.3223077936783979
LOC100506142,-0.3224444510747837
LOC100505715,-0.32251339389359784
DKFZP586I1420,-0.3225400333067539
LOC105373383,-0.3225586424275213
MIR17HG,-0.32275883803762656
LOC100996447,-0.3231492208873805
LINC01347,-0.32315755081492903
NLE1,-0.3234398847037203
PLEKHM1P1,-0.3234815129321933
PARP16,-0.32363443078206666
PMS2P1,-0.32368624284752495
TOP3A,-0.3237018340411024
SUZ12P1,-0.32377860437203054
BSCL2,-0.3238380133575265
YRDC,-0.32400580334485696
U2AF1L4,-0.324126215720616
MT-COX2,-0.3241973188039389
RERE,-0.3243760065737669
ZNF345,-0.32448602940361204
CSNK2B,-0.3246461141655013
LYZ,-0.32469169860942426
THAP9,-0.32470624266218184
ELP4,-0.3250341532412622
C16orf59,-0.3251027586691244
LDLR,-0.3251132057450242
SVOP,-0.3251689724361098
APPBP2,-0.325347932215866
TRPC4AP,-0.3253811408951732
ZMYM4,-0.32546508916963535
YARS2,-0.32547919849252116
GSS,-0.3255809107604243
SLC24A1,-0.32562686197588186
RSPH3,-0.3257408045993018
COX5A,-0.32603499706573064
MED14OS,-0.3261495795994729
TMEM159,-0.32617046046729614
SPTLC2,-0.32618674723461444
KANTR,-0.32632180656325926
PI4KB,-0.3263438539372108
LOC101927045,-0.32635477156581255
AKT1,-0.32649363385882696
TINCR,-0.3265319166163235
RHOQ,-0.3265497019823033
CACNB3,-0.32662279789503934
LOC101928597,-0.3270343079172951
CDH26,-0.3272554367110795
DHRS7B,-0.3273517474411617
C11orf57,-0.3274260853216139
MCRIP1,-0.3274767664288643
LOC441242,-0.3276093599242334
BTF3,-0.3278945698590857
C1orf112,-0.3280004654633407
ZNF366,-0.328000616150345
MIR4426,-0.3280377811269571
ATRAID,-0.328059605328686
TRIM65,-0.32824746639245933
TCEA2,-0.3282501601666253
USP49,-0.32845197725133773
C8orf37,-0.3289205311882645
TTI2,-0.32909466756075134
SLC35B2,-0.32910341092092155
CAPRIN1,-0.3291999434917189
DHPS,-0.3292248800118494
TMEM68,-0.32928575404593297
CDC25C,-0.3293599437036566
COQ5,-0.32978657791185745
ZNF701,-0.3297936379504926
CPPED1,-0.32981308568842893
NIFK-AS1,-0.3299171106760334
DNAJC10,-0.32992642786819754
NQO1,-0.3301272505075954
VPS28,-0.33020682796054024
TMEM175,-0.33045724154441386
SPN,-0.33046514514910114
TWF2,-0.3304663829360842
RNF212,-0.3304948038100938
FAM189B,-0.3305074533762427
MTMR14,-0.3306711298128409
QRSL1,-0.3307231245731177
ALDH6A1,-0.3307285627179191
HENMT1,-0.3308581438108497
SPINT2,-0.33090714839463736
ZNF134,-0.3309090833590991
FANCL,-0.330926152238823
PKP4-AS1,-0.3312284649276513
BORCS7,-0.331250141500623
TAS2R14,-0.331334469318807
ZFPL1,-0.3313858914566888
SCAMP4,-0.3315256841152433
SRM,-0.33157705248193636
TRAPPC1,-0.33178015973714686
KIF9,-0.33186464337646965
IDI1,-0.3318691858366489
VPS11,-0.3318743955993712
GFOD1,-0.33228424405881335
UTP4,-0.33241257504146693
PI4KA,-0.3324826829414128
ARHGEF19,-0.3324997611084033
RREB1,-0.3325862997131491
RCSD1,-0.33261052185978507
PIDD1,-0.33274653988829284
MAPK6,-0.33277112898171113
DAP,-0.3328509817079767
MAP2K4P1,-0.33297490832648646
C16orf70,-0.333122440572354
SNHG11,-0.3331343981757176
POLI,-0.3331378545853266
TSNARE1,-0.33314133480457114
ZFAND5,-0.333150413435343
FAM117B,-0.33335518363812655
ZNF260,-0.3333759414903663
SSH2,-0.33337715184594674
SMIM10L1,-0.3334195125607416
THAP10,-0.33348569541468676
NDUFAF5,-0.333755255661526
CTNNB1,-0.333768023586181
ACTG1,-0.3338988891392505
DHX30,-0.33410871266871495
ANKLE1,-0.3343275141343857
PRKCE,-0.3343391033037005
C5orf15,-0.3348033301162446
CD99L2,-0.33495926903136275
AHI1,-0.33500231239260636
CTSF,-0.33520699594702097
C19orf54,-0.3354902025834603
ZFR,-0.33573473698910594
LINC00174,-0.33585601571756724
LINC01694,-0.33604857170035873
P2RX7,-0.3360834847877151
ZNF514,-0.336106112870352
APH1B,-0.336119906526244
FMC1,-0.336576895221557
CRTAP,-0.3366936384810898
GPATCH3,-0.3367201232938621
ZNF281,-0.3369095558500675
NCKAP1L,-0.33712098500535115
SLC39A4,-0.33715874646086214
ABHD16B,-0.3373203846939536
C8orf33,-0.33745453286114024
TOGARAM1,-0.3375326510966513
LOC646214,-0.33792211772416286
HHLA3,-0.3379449002956564
CHML,-0.3379915907737666
TTYH2,-0.33823779693099465
ZNF891,-0.33827013227578445
PPP1R12B,-0.3382806011203464
RNF139-AS1,-0.3384766878847093
CHIC2,-0.33848527112079335
ATG10,-0.3385489658564555
MICA,-0.3385788213769931
HDAC5,-0.3385832122506762
AGPAT4,-0.3388817711595205
MSRB1,-0.3390266184768428
LOC652276,-0.3393042263719584
NEURL1,-0.33931798655809825
ZNF326,-0.3393319440425834
WDR25,-0.3395203570483576
ZFP91,-0.3396026954668439
SLC28A2,-0.33961224015136854
WDFY1,-0.33961591375736955
C1orf123,-0.33970722200060444
TMEM30A,-0.3397286941715772
RANBP17,-0.3399568587840733
GPX7,-0.33995799531329574
FRS2,-0.3400263171954594
MS4A1,-0.3401303316035432
C21orf33,-0.3402753085211691
SLC46A1,-0.34030831470183165
TIMM13,-0.34078649877392303
LOC283028,-0.3408677233813839
E2F6,-0.34093484704645055
GPR82,-0.3409507455405294
DNAJC27,-0.3409868806956649
FAM43A,-0.3410947478825304
AACS,-0.3411591622737704
OGFR,-0.34116497976285587
CATSPER2,-0.3412277858236808
RNF40,-0.3413205099427206
FAM118B,-0.3413356200244987
SLC25A11,-0.3413681177245674
VPS18,-0.34138911356765966
ATAD2B,-0.3414370503144766
SPAG7,-0.3415146286670956
LINC01506,-0.3415258543722314
TOMM40,-0.3420955475920575
MDM4,-0.34210185264763593
NUMB,-0.3424496776141477
CMTM6,-0.3426714028787714
JMJD1C,-0.34272812955503734
PKM,-0.34279242578049374
RPARP-AS1,-0.3428401583558573
TMSB4Y,-0.3430720519722169
LOC100147773,-0.343185282051081
TSPAN2,-0.3433802243171229
GUCY1B3,-0.34343084007577884
MRGBP,-0.343802838680882
NCLN,-0.343902866344886
SMG1P3,-0.34392893737086605
ATAD3C,-0.3439326244826349
ANP32D,-0.34395537950322747
EEF1A2,-0.343973936458336
ETF1,-0.3440054838882373
VIPR2,-0.3441399916045674
UPK3B,-0.3441619733998577
RPUSD4,-0.3442370936016694
ZNF844,-0.3442531861954578
ENTPD7,-0.3442805944626138
POLG2,-0.34428570322692825
TMEM38B,-0.34430092380300115
CCS,-0.34469520839098916
LOC100049716,-0.3448337074186687
CMTM3,-0.34504049750463245
CDS2,-0.34527647691029045
RPLP0,-0.34540017603825296
ST14,-0.3454813979801965
PIKFYVE,-0.3456707994919283
C8orf44,-0.3457291596186562
DIP2B,-0.3458121188042736
ADA2,-0.3459665306497359
MS4A10,-0.34602889379600577
AKT1S1,-0.3461288062455033
KIAA0753,-0.3463340284834102
TFDP2,-0.3464956697044199
BCL3,-0.34649916029564215
LOC729218,-0.34651507759927086
ING4,-0.34652272766361863
KCNMB4,-0.3465692070276973
HGS,-0.34658014108697394
PRKRA,-0.34678544776689985
MZF1,-0.34696648706170286
TCF7L2,-0.3473462693932424
RALGAPA2,-0.34742804339132966
SCARNA9,-0.34776207823303296
EIF3B,-0.34786519662461873
ING1,-0.34788699852551747
HOXC8,-0.34796962744803234
MYBBP1A,-0.34801063007394223
PGPEP1,-0.34806738338605087
SEMA3F-AS1,-0.34825060987032114
TOR2A,-0.3482817138589035
HLCS,-0.34831455125452193
TAF1C,-0.34832421575315053
LOC100288846,-0.3484426401703618
LINC00528,-0.3484638498596434
ZNF350,-0.34874791075730893
PYCARD-AS1,-0.34881535174873873
PCNP,-0.34895019087297197
KRT18,-0.3493391914645751
P2RX5,-0.3493705520397994
LOC102723885,-0.3493946486365177
MAN1B1-AS1,-0.3494441104357853
HDHD2,-0.35014788581447664
LOC102724580,-0.3502813899625709
CHKB-AS1,-0.35045205778011934
TBC1D7-LOC100130357,-0.3506772643772901
RAB2A,-0.35079593586010327
RPS18,-0.35086418885335957
ANKLE2,-0.3514537184751932
CELF2,-0.35152668723467834
TRAF2,-0.3515809399027824
ETFBKMT,-0.3517186556815588
INTS8,-0.3517384220452177
LOC101926935,-0.3519987759500902
PPP6R1,-0.35200692256652094
LOC101928446,-0.35206787458489014
ADGRE5,-0.3521278434336711
GABPB1,-0.352138276464207
FBXL2,-0.3522221821993927
TPM2,-0.3523246860388492
KIF9-AS1,-0.352377152165795
LINC02482,-0.3524307302651209
ZSWIM7,-0.35250481260065486
MKKS,-0.35256083745548467
PPP1R12A-AS1,-0.3527933424093691
OSBPL9,-0.3528442873411636
MTF2,-0.35286810907230115
PFAS,-0.3529061238639074
IL17RC,-0.3529892253612133
ZKSCAN2,-0.3530951239716438
ARAP3,-0.35315794372943127
LOC284023,-0.3533169920826104
LOC155060,-0.35344527020819744
MIR3945,-0.35345534383092486
TIMM29,-0.35383491404659073
CCL28,-0.3540318900671846
CHD9,-0.3543163724457913
GPAT4,-0.35440991001472777
RPL15,-0.3544850296195216
GNS,-0.35477545403317967
PRPF8,-0.3548177604577794
ZMYM1,-0.3548574064589885
WASHC4,-0.35488448219136876
CD244,-0.3549421891640966
SRPRA,-0.35525191494997693
ZNF786,-0.35525316481241104
RPS23,-0.35528925385090193
RTEL1,-0.3553379136781424
NPIPB5,-0.35551842856114707
AFF1,-0.3558087811871995
RRN3P3,-0.35587221933609064
NME2,-0.35589929656072633
MRPL45,-0.35593031174825995
PIEZO1,-0.35625387465710856
PIGV,-0.3564240785594896
PNKD,-0.3566166756638696
FAM109A,-0.35663656900641866
LRRC28,-0.35684863909868375
TTF2,-0.3569045104983892
LINC02108,-0.356943133434567
MRPL23,-0.3569825161357871
SDR39U1,-0.35714488321633575
SNHG25,-0.3572322099451123
NF1,-0.3572446211922034
ODF3B,-0.3577450812869392
MVB12B,-0.35786610188161494
SWSAP1,-0.3579644604549717
ITGAV,-0.358344468649568
BDNF,-0.3584251728099463
IDH3G,-0.3585880236752843
MTHFSD,-0.3586289869307255
ALDH5A1,-0.3589188341799018
TIRAP,-0.3589222873453589
ZNF747,-0.35909770073592523
ITPRIPL2,-0.35942970738876384
CNOT8,-0.35945644234394547
TWSG1,-0.35954636515978394
PAPOLB,-0.3597102553886365
CEP95,-0.3597174203158325
TRMT61A,-0.35977486459903957
TCF19,-0.35981794088294167
SMCR8,-0.3602664774772171
HIST2H3D,-0.36032357652426067
CRYZL1,-0.3603904844756779
IQCH-AS1,-0.3607561098786686
OCLN,-0.36118917846440235
CCDC30,-0.3612683421033028
AP1G2,-0.36132086423778825
CEP89,-0.3613910308157607
LCOR,-0.36144733632796633
POMK,-0.36163319691006773
LIG4,-0.3616821945155338
PEX11A,-0.361863498232662
LINC00997,-0.3623945815715363
NFKBIA,-0.3624475139614454
CLPB,-0.36259257229991615
ARL2,-0.3627401502263407
MEF2A,-0.3627587265973845
PDZK1,-0.3629673057433466
SIGLEC10,-0.3632617517348053
FTH1,-0.3633099845440645
LINC00630,-0.3634604530912308
RACK1,-0.3634675736440485
BOP1,-0.36359640689178174
DNMBP,-0.3636804627882907
EXTL2,-0.36369605657959453
DEAF1,-0.3639845494284786
PCAT5,-0.364125825885404
OAZ2,-0.3642698477920999
ATN1,-0.3644358000331466
GALNT1,-0.3650105366902979
TMUB2,-0.3653650920340829
TCTE3,-0.36537610705269535
EMBP1,-0.36540448290920857
PXN-AS1,-0.36565725003098926
TMEM179B,-0.3656898371327593
SATB1-AS1,-0.36593335308653274
SLC29A3,-0.3663416991789912
LOC101928042,-0.36638586598909934
ZSCAN29,-0.36642218592106807
FADS3,-0.36664739153340037
LOC101928841,-0.36666806189454937
HNRNPA1L2,-0.3667583895025283
SCAF4,-0.3668221854786829
ATP2A2,-0.3671369038914361
CRELD1,-0.36721018441109954
GTF3A,-0.3679364814887157
COL8A2,-0.36811170402911236
GAA,-0.36835578689222137
RNF7,-0.36847142965628876
TMEM185A,-0.36853419324294767
NCAPD3,-0.36854260384851545
