Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,-log10_padj
TKTL1,1.9166740108739686,0.9951500045489995,0.6890197913926925,1.4442981420570464,0.14865512819406457,0.4655498521752579,0.33203380691595885
TIMM13,118.62397295356179,-0.34078649877392303,0.2360295156229348,-1.4438300136934614,0.1487867971241009,0.465861260579426,0.33174340248608725
FBRS,28.56121538668122,-0.29525030255575047,0.2045497508136807,-1.4434156061362626,0.14890343046478394,0.46602453020951107,0.3315912226785728
RCC2,151.19953874260364,-0.2675946438203494,0.18537661233017375,-1.4435189016386674,0.14887435183224848,0.46602453020951107,0.3315912226785728
HNRNPUL2,88.78970082366914,0.1860886252728897,0.12894174578653061,1.4431992070354667,0.14896436285584183,0.4661142966779567,0.3315075761639081
CHST13,5.2249578629113165,-0.7681504062360873,0.5323481359092538,-1.4429474894733723,0.1490352639580672,0.4662352099536678,0.3313949317781899
CLK4,67.53342445834215,0.3369508797505352,0.23355013930901358,1.4427346553825455,0.14909523287729545,0.46632187854913465,0.3313142081563592
RBM28,50.67134566703503,-0.25820735161481295,0.17900229754039043,-1.4424806561857146,0.14916682473375706,0.46636499592884584,0.3312740539725523
ZBTB5,12.245428610297125,-0.38365303581302884,0.26597194415607245,-1.4424567862988629,0.14917355401501795,0.46636499592884584,0.3312740539725523
MIS18BP1,301.03839945240065,-0.3154258382977732,0.21872340786162023,-1.4421219995682115,0.14926795986204577,0.46645834029970756,0.3311871373105374
HAUS8,14.451075472932828,0.34624147194520577,0.24008565879677732,1.4421580767482867,0.14925778433796041,0.46645834029970756,0.3311871373105374
DHRSX,27.96233659615018,-0.27806013163939686,0.19283377911546273,-1.4419679628479578,0.1493114116848112,0.4664932626633326,0.3311546241774311
NRG1,2.050968501957295,1.4252799377544791,0.9892027191405793,1.4408370601657507,0.1496307207631477,0.4670949957983498,0.330594785482084
LINC02352,2.1027779242678077,-0.942774895525173,0.65438511943069,-1.440703444395832,0.14966848141033695,0.4670949957983498,0.330594785482084
MYO5C,15.191826109364523,-0.6015640774028781,0.41745111304374133,-1.441040779641771,0.14957316236261964,0.4670949957983498,0.330594785482084
PCYT1A,31.244056436040882,0.25743579437235065,0.17866685817834788,1.4408704389673346,0.14962128884109602,0.4670949957983498,0.330594785482084
ACTN4,71.49369809003252,-0.2336051428870243,0.16214755558475552,-1.4406948167955418,0.1496709198736601,0.4670949957983498,0.330594785482084
SLC25A30,9.122527515348038,-0.40913090448038675,0.2840004885368763,-1.44059929822009,0.14969791880841046,0.4670949957983498,0.330594785482084
CELF2-AS1,13.714843988130855,-0.5117209712062158,0.35540030173054743,-1.4398439413655462,0.14991155612787987,0.467559715303463,0.33016291448001706
NLN,27.22742372199906,-0.40526772248105547,0.2814587778349537,-1.4398830464569943,0.14990049034325562,0.467559715303463,0.33016291448001706
SFMBT1,14.007978901226597,0.5305176140769139,0.36853628019593937,1.4395261541003617,0.15000150526028458,0.4677393215807752,0.3299961185932801
PGAP2,16.05353243170519,-0.3865537728439387,0.2686155493663687,-1.4390595546526324,0.1501336500050051,0.4680503976536537,0.32970738144624223
ZNF485,5.451428220273102,-0.5373261496656462,0.3734720745536025,-1.4387317989113173,0.1502265261570921,0.46823894383188525,0.329532468495152
STT3A,45.562513647439296,-0.4772006808889462,0.3318153860766182,-1.4381511554704025,0.1503911706548148,0.4684021119355677,0.329381155444475
RBM4,99.27682342205395,-0.2338222926273905,0.16255641922363853,-1.4384070081274813,0.1503186053427648,0.4684021119355677,0.329381155444475
APOBR,22.81420157630196,-0.5487346629102872,0.3815718422211415,-1.4380900323149783,0.1504085104471715,0.4684021119355677,0.329381155444475
TANC1,9.300513739018632,-0.8383087182209087,0.5829312774997784,-1.4380918481788403,0.1504079952897836,0.4684021119355677,0.329381155444475
GOLT1B,50.08538307827583,0.39869706634532986,0.2773571172885604,1.4374863361827066,0.15057985255890183,0.4687337086008633,0.32907381342465303
TOB1,139.8829062553081,0.3347413052198605,0.2328625127479589,1.437506197410878,0.15057421314361827,0.4687337086008633,0.32907381342465303
PLEKHO1,96.26256475641793,-0.3761726337593381,0.26174975549754703,-1.4371460750528318,0.15067649162466001,0.46893353433488616,0.3288887089206918
SELENBP1,9.88302273842711,1.0600493118625731,0.737801265583254,1.4367680855420766,0.15078390151581994,0.46900680370969733,0.328820857088444
ING4,51.82606374444857,-0.34652272766361863,0.24119005205446556,-1.4367206471076461,0.15079738579111351,0.46900680370969733,0.328820857088444
FKBP5,229.80721271533793,-0.47463821230995634,0.3303297498996525,-1.4368618401889077,0.15075725465745138,0.46900680370969733,0.328820857088444
NFU1,46.39132286440941,-0.28654006429818696,0.19946766097349763,-1.4365239101904255,0.15085331765613813,0.46907981929521614,0.32875325082443774
CALM3,138.82109183891708,0.2926112870579941,0.2037517644600087,1.43611657957164,0.15096917109319757,0.46933909008603664,0.3285132729733706
C2orf68,65.42007975152326,-0.22953341397519686,0.15990181608872173,-1.4354647094679647,0.15115471779151013,0.4695119570687075,0.32835334307234276
INSR,44.890786012825416,-0.4769696030429567,0.33221718178580056,-1.4357162398376082,0.1510831022306363,0.4695119570687075,0.32835334307234276
NHLRC2,48.83381864855242,-0.25945058394402143,0.18073481137238973,-1.435531882175394,0.15113558989165776,0.4695119570687075,0.32835334307234276
PHF2,30.13815525222417,0.284256128718603,0.19800160704848613,1.4356253616113077,0.1511089740355285,0.4695119570687075,0.32835334307234276
RPGR,20.529846020702813,-0.28787889864376426,0.20058179096994236,-1.4352195044808607,0.1512245572886104,0.46952707336031924,0.3283393608589914
ANKS6,3.8112931645353254,0.584155282067018,0.40699002398362955,1.4353061442373698,0.1511998776698278,0.46952707336031924,0.3283393608589914
ULK4,9.515559102874239,-0.4612411625254243,0.3214608510338479,-1.4348284123619717,0.1513359993585641,0.4696224190436112,0.32825117872269854
PTP4A1,129.22899901049104,-0.2700021970569515,0.18818504734629926,-1.4347696635009042,0.15135274530582862,0.4696224190436112,0.32825117872269854
N4BP2L2-IT2,7.612762495470896,-0.45383184613940425,0.31629640613936993,-1.4348308653859063,0.15133530017214372,0.4696224190436112,0.32825117872269854
TMEM126A,72.31405558844217,0.2540804448940719,0.17711665956879533,1.4345372451843383,0.1514190083420994,0.4696670655224334,0.3282098927938723
POLK,87.93788205931295,-0.2736526437757833,0.19076633983927146,-1.4344912420416882,0.15143212657126823,0.4696670655224334,0.3282098927938723
SREBF2,25.31451042523575,-0.2714340969967062,0.18926784880756273,-1.4341268139666217,0.1515360772627513,0.46988863434424905,0.32800505955519627
FGFBP3,5.598635453987681,-0.4366823715991111,0.3045945612275902,-1.4336512439328362,0.1516718121926872,0.47011678038242444,0.327794246796374
PRH1,6.1279994902000725,-0.44529341667113304,0.31060313185217114,-1.4336411034099508,0.15167470746026743,0.47011678038242444,0.327794246796374
H1F0,103.3604011463824,-0.7087502248293889,0.49448636518625483,-1.4333059002798363,0.1517704365498512,0.4702118155316183,0.32770646207685866
TTBK2,23.85423176262372,-0.2508185505951752,0.17499055804080013,-1.4333261943006965,0.1517646395674563,0.4702118155316183,0.32770646207685866
GOLGA6L5P,1.5122370637924694,-0.8105301897186598,0.5655583187571599,-1.4331505042660087,0.15181483097469978,0.47024855380997344,0.3276725313933498
SOCS4,64.50611458713817,-0.23828064850374553,0.16628521722267856,-1.4329635098269458,0.15186826572745515,0.4703132728859887,0.32761276469469397
WDTC1,17.405958753796398,0.32159743047698747,0.22444915922920014,1.4328297400685859,0.15190650000304906,0.47033090071638134,0.3275964871910785
LOC440600,3.4352908129282365,0.5300044475427067,0.3699889068845831,1.4324874007858834,0.15200438131701843,0.47050019408178007,0.32744019308979816
C8orf44,14.320145131727292,-0.3457291596186562,0.24136173530076113,-1.4324108135361335,0.15202628564048384,0.47050019408178007,0.32744019308979816
TMEM201,4.269705372602985,-0.5981823482924254,0.41769632853280797,-1.432098650216987,0.15211559071866423,0.47067579376083374,0.32727813631506747
AQP1,5.6437180089689205,1.028129712602351,0.7180868606148597,1.4317623242987874,0.1522118530301571,0.4707185932511126,0.32723864684556214
LRRC28,12.531453266504508,-0.35684863909868375,0.24928559532701616,-1.4314851952458982,0.15229120701375148,0.4707185932511126,0.32723864684556214
ZSCAN25,18.110777468245008,0.3346464430207855,0.23377438556150243,1.4314931989533353,0.15228891476608342,0.4707185932511126,0.32723864684556214
KHDC1,2.113666255768993,-0.7593312977953398,0.530345637620751,-1.4317668402098478,0.15221056019100945,0.4707185932511126,0.32723864684556214
ZMYM5,76.04174346393154,-0.26612662552828514,0.18590993102452244,-1.4314814924716512,0.1522922674906388,0.4707185932511126,0.32723864684556214
PCYOX1L,15.493566261825835,-0.48887038178385495,0.3415987847131512,-1.431124476026375,0.1523945436278068,0.4709340045013239,0.3270399495358286
IGF2BP2-AS1,2.982740778328173,-0.9915678207812252,0.692951341012267,-1.430934269255815,0.15244905437414716,0.4710017492239309,0.3269774799690016
HCG26,2.3472604369252843,0.7438067809525561,0.5199211720316094,1.4306145257484058,0.15254072207569838,0.47109390658908296,0.32689251315054113
EIF2S1,98.9229309694999,0.21181182740978094,0.1480577427211093,1.4306028412763443,0.15254407270718245,0.47109390658908296,0.32689251315054113
RAB3IP,23.02472901905897,0.48287571511628646,0.3375698214749966,1.4304469309678873,0.1525887868041197,0.471124153044248,0.32686463028744905
MAPRE1,119.5321970809808,-0.21457120730300341,0.15001668601440893,-1.4303156069078484,0.1526264574576409,0.471124153044248,0.32686463028744905
GSS,21.994020288928308,-0.3255809107604243,0.22764269973129858,-1.4302277698548143,0.15265165769779376,0.471124153044248,0.32686463028744905
GPN1,28.77264226503907,-0.22828990539477134,0.1596557395153069,-1.42988849688604,0.15274902403343607,0.47126904837120603,0.3267310825467548
PLRG1,76.70491913101063,0.24194827351259676,0.16921389026652567,1.429836954469332,0.1527638200801979,0.47126904837120603,0.3267310825467548
PABPC1,3095.097239627853,-0.23249756088334364,0.16263020169528905,-1.429608759380137,0.15282934010664995,0.4712699920122491,0.32673021294224963
LUM,1.5210023919851068,2.738671802081453,1.9156358279883794,1.429641146854801,0.15282003962064186,0.4712699920122491,0.32673021294224963
MIPEPP3,5.877927534472402,-0.5839798717644472,0.4086307098974009,-1.4291140083697407,0.15297146785676446,0.47160764183741827,0.32641916629761525
EGR2,3.4789375151841786,-0.914724674368888,0.6401636023944322,-1.4288920378283037,0.1530352662819426,0.47170371157451835,0.32633070651878654
COA6,76.80858192402104,0.3051748373976687,0.21359893103077784,1.4287282989899213,0.15308234081283997,0.4717482029356026,0.326289745549121
LPAL2,1.672189104252497,0.9299406183228183,0.6509836824014011,1.4285160188537727,0.15314338724833182,0.4718357228523001,0.32620918161421586
RNF114,85.65803299571667,-0.38469390841070317,0.2694299741283422,-1.4278066486672911,0.15334751862433874,0.47236395709240575,0.32572324787702656
SRRT,96.36449503611972,0.22250188621840863,0.15587576370671852,1.4274309291407719,0.1534557210598143,0.47240286243222906,0.3256874795285575
NPIPB13,9.19930524593025,-0.4051179955309258,0.28377076805916285,-1.4276241288054854,0.15340007476962023,0.47240286243222906,0.3256874795285575
FRS2,29.656615818447186,-0.3400263171954594,0.23821003484109887,-1.427422305791099,0.1534582051559756,0.47240286243222906,0.3256874795285575
PPP4R1,47.06068227355405,-0.23833413283621752,0.16709445086274263,-1.4263437930203542,0.1537691294286154,0.4724873267267814,0.3256098358455973
POLR2J2,2.117729979505344,-0.9440652694382166,0.6618605483338866,-1.4263809375173198,0.1537584130907639,0.4724873267267814,0.3256098358455973
ZHX2,13.547325059353119,0.5768950392825432,0.40446395195974,1.4263200378855192,0.15377598317891564,0.4724873267267814,0.3256098358455973
LBR,321.574948024747,0.24107123781695078,0.1689974397280646,1.426478638995128,0.15373022852929838,0.4724873267267814,0.3256098358455973
PSTPIP2,98.83712677070183,-0.4165157907141347,0.2920264399527651,-1.4262947929697927,0.15378326701023434,0.4724873267267814,0.3256098358455973
MAP3K3,40.72190961405002,-0.412468174363887,0.28905988774294944,-1.426929822690169,0.1536001236696966,0.4724873267267814,0.3256098358455973
DZIP1,2.0433671476152027,1.0160690243508943,0.7123742998490187,1.4263134205799408,0.15377789242265583,0.4724873267267814,0.3256098358455973
CA11,3.936995712545945,0.5952788761755345,0.41717890381298084,1.4269150974192,0.15360436857675525,0.4724873267267814,0.3256098358455973
MOB3C,5.855816873483922,0.5267090827775508,0.36934048434993705,1.4260800131471985,0.1538452473241703,0.4724873267267814,0.3256098358455973
TFE3,13.792089388881811,-0.4310857088750171,0.3020939946691717,-1.4269919842236733,0.153582205122842,0.4724873267267814,0.3256098358455973
SNORD71,1.5427300504032513,0.834357131134508,0.5850529638451407,1.4261223901010034,0.15383301684656447,0.4724873267267814,0.3256098358455973
ANKMY1,4.963467901178177,-0.42355751334448377,0.2971062409858193,-1.4256096133796796,0.15398105976787216,0.472703537983232,0.32541114717700026
LEMD3,53.573904574213984,0.21314228668735255,0.1495021816388529,1.4256801094865144,0.15396070053529712,0.472703537983232,0.32541114717700026
CENPP,16.566117124030153,0.47330637481438403,0.3320646968726387,1.4253438539897474,0.1540578293151391,0.4728387783163528,0.3252869134334794
TXNL1,173.1530417774072,0.24820148906042172,0.17416550928279947,1.4250897900651907,0.15413124760329858,0.47285807886581976,0.3252691865645177
ABI1,223.3245252277527,-0.23181780199141008,0.1626811605922488,-1.42498246968159,0.15416226856816873,0.47285807886581976,0.3252691865645177
SCAMP2,55.32216669184648,-0.41487961650007993,0.2911065815712528,-1.425181163066668,0.15410483996941518,0.47285807886581976,0.3252691865645177
COQ4,20.769796086604362,-0.45777642794739076,0.3213327919441545,-1.4246178398964937,0.15426770028019365,0.47302192255343833,0.32511873109441086
PRSS30P,1.400354815979926,1.045624291444368,0.7339922140331142,1.42457136663468,0.15428114183331545,0.47302192255343833,0.32511873109441086
MTA2,42.61409812517739,0.2699180195685307,0.18956606978899296,1.4238730584485817,0.15448322205297238,0.47354104100352273,0.32464237545911007
SMARCB1,37.047665562424754,-0.28806519626228433,0.2023593208245494,-1.4235331245850742,0.154581666705354,0.4737423301298731,0.32445780817793374
UBE3C,33.02734294492505,0.25716865100138164,0.1806918870313411,1.423244038382175,0.15466542339530634,0.47379808485213276,0.32440669907934017
PTCD1,38.68078240767099,0.28811277000820273,0.20241942064356302,1.4233454927011955,0.1546360251999139,0.47379808485213276,0.32440669907934017
CTSL,27.120360586214787,0.7853762699262048,0.5519315626560106,1.4229595172032006,0.15474789112069776,0.47395025860721435,0.32426723542710284
NSUN4,28.846395967746634,-0.2505206609146706,0.1760980717074776,-1.42262012573777,0.15484630653297882,0.4739503744856296,0.32426712924433526
ITGAL,86.11313176031923,0.4841526417209365,0.3403013707989103,1.422717283166721,0.15481812834597253,0.4739503744856296,0.32426712924433526
HS1BP3,8.29756269885504,-0.5234689030134553,0.3679387735692418,-1.4227065496127835,0.15482124116503226,0.4739503744856296,0.32426712924433526
LPP-AS2,1.7974409906459292,-0.6955478990449984,0.488969715905074,-1.4224764365162206,0.15488798729274456,0.4739775736485363,0.32424220657718683
PSMA1,284.15748539232357,-0.2077351670284768,0.14605045892598556,-1.422352032003894,0.15492408090751286,0.47398766751826493,0.3242329579006869
ZNF587,33.91053928171516,-0.2922038741428191,0.20553027960630715,-1.421707179606504,0.1551112750015361,0.4744599486978203,0.32380044244356837
MYO9B,88.38141054419503,-0.28627923118441073,0.2014187794058438,-1.421313504276478,0.1552256393466692,0.4747093028940774,0.32357225731476535
ASF1A,96.55685810826492,0.37820999692253543,0.2661522215425467,1.4210288936554127,0.15530835979798122,0.47486179906076215,0.32343276645592267
LINC01424,2.3447004033527565,1.2559147163098185,0.8841247516588407,1.420517538903199,0.155457066210006,0.4752159428792759,0.32310899776518387
LOC100505716,4.915059635349481,-0.4874271707943748,0.343335105209596,-1.4196834620124699,0.15569985491889535,0.47537785899794666,0.3229610496565152
GRIPAP1,55.628832243181414,-0.22574907837809646,0.1590100281642594,-1.419715982597618,0.15569038322013323,0.47537785899794666,0.3229610496565152
ICOSLG,5.36367471133467,-0.8177491465412754,0.5758786950830276,-1.4200024302398893,0.15560697354280306,0.47537785899794666,0.3229610496565152
EFL1,21.112263725934437,0.2377553682514485,0.16747373784259076,1.4196576210349812,0.15570738147763644,0.47537785899794666,0.3229610496565152
ITFG1,46.5258451546959,-0.2931505988071354,0.20642177049137742,-1.4201534949986334,0.15556299919105696,0.47537785899794666,0.3229610496565152
LRRC49,2.7835219203096635,0.7233069181784957,0.5093994982974727,1.4199207509939635,0.15563075397652373,0.47537785899794666,0.3229610496565152
LOC643387,5.8063068270235645,-0.5724905216033258,0.40341527312903536,-1.4191096860633992,0.1558670404786085,0.4757648016974295,0.3226076913320216
LZTS2,8.047292610105616,-0.43247410226001726,0.30481636823918506,-1.418802096351535,0.15595672135322472,0.4757655676517519,0.3226069921431227
WDR45B,68.75797118292977,-0.3003704347540577,0.21170957183314434,-1.4187853300784627,0.15596161085377055,0.4757655676517519,0.3226069921431227
PRR7-AS1,2.354828168785853,-0.6059874465759152,0.4271216575408389,-1.4187701229314837,0.15596604577139697,0.4757655676517519,0.3226069921431227
RAB2A,263.31334521115383,-0.35079593586010327,0.24730464270381255,-1.41847695225131,0.1560515629475018,0.4759259842330119,0.322460583284982
RRS1,17.82945639835945,0.458716579033082,0.3234194566572537,1.4183332807933398,0.15609348454979644,0.47595340341734343,0.32243556330742756
CLNS1A,139.26228150316885,-0.20033107411248874,0.14127015242770113,-1.4180707719913708,0.15617010352538888,0.47608658642742996,0.32231405444780376
PDCD6IP,122.42432242030414,-0.2422008762347112,0.17083581169364898,-1.4177406589025812,0.15626649479487817,0.4762799766491721,0.32213767633759427
UAP1L1,7.89460435147346,-0.46992849754790483,0.3315899063245284,-1.4171978355938972,0.15642509442783153,0.47666284835872846,0.32178869615678846
ZNF384,21.497530378673563,-0.2581148802828075,0.18220000563995375,-1.4166568182926922,0.1565832878370046,0.47694378484894145,0.32153280621905983
FARS2,8.10717721403755,0.42890052057555095,0.3027391793778059,1.4167327844946718,0.15656106800779096,0.47694378484894145,0.32153280621905983
GTF2IP20,8.767876805061254,-0.39483854517692746,0.2788411972436169,-1.4159978836698452,0.15677612409139866,0.4773502102712707,0.32116288179367886
SSRP1,160.11327651514938,0.21701923413683402,0.15326763949234298,1.4159494780219146,0.15679029703000905,0.4773502102712707,0.32116288179367886
RPS3A,10509.563258423063,-0.25212298054657256,0.17807025951677782,-1.4158623749454213,0.15681580283456675,0.4773502102712707,0.32116288179367886
SLC10A7,14.172564225002352,0.23960874878125984,0.16927724592041118,1.415481138521809,0.15692747473472193,0.4773576077887014,0.32115615156493404
LOC105374546,1.830883700092647,0.763289507366452,0.5391729959249684,1.4156671664481353,0.15687297584321205,0.4773576077887014,0.32115615156493404
HIPK1-AS1,7.511587356849923,0.500646180871941,0.3537127951360559,1.4154030833952929,0.15695034610197947,0.4773576077887014,0.32115615156493404
PTCH2,20.189408368027603,-0.5968187602454776,0.42163327417068885,-1.4154925543278372,0.1569241299376355,0.4773576077887014,0.32115615156493404
LIMD2,79.72961960551704,0.3929664025634981,0.27774819194408445,1.414829741331346,0.15711842171231125,0.47766776377956127,0.32087406682853786
F2RL3,3.1746050091969846,-0.770693909277359,0.5446885808170469,-1.414925769365861,0.15709026152194344,0.47766776377956127,0.32087406682853786
MCM6,84.37765858987096,0.34576263675074304,0.24445274190877253,1.4144355021379895,0.15723407233135892,0.4779188322618571,0.3206458558858528
CCDC86,6.136913780105632,-0.4928216847970654,0.348451082348644,-1.4143210044730778,0.15726767246872347,0.47792045210060147,0.3206443839082102
PARP2,41.04025953095001,0.3420250379516158,0.24192788629938233,1.413747886543202,0.15743593971402225,0.47823479317119333,0.3203588307033579
NYAP2,2.8403268902981056,0.6847036163846054,0.4843196221023117,1.4137432908715868,0.1574372895529328,0.47823479317119333,0.3203588307033579
NCAPG2,40.866432844492806,0.46037694709148613,0.32569982427191363,1.4135007537097595,0.1575085399207965,0.47835068868990793,0.3202535964394981
GIT2,65.06987011716278,-0.2689110309909016,0.19027416725669985,-1.413281870408148,0.15757286244491797,0.47844550019252086,0.3201675256273043
IFI6,90.51743374952864,0.5743140718596299,0.40653767258054596,1.412695822785877,0.15774518033588103,0.47866803783086914,0.3199655707572653
CHCHD4,12.97190663236463,0.4434600938947503,0.31393579728049986,1.4125821194533008,0.1577786295043424,0.47866803783086914,0.3199655707572653
SLC50A1,36.04734016482777,-0.28218414324776964,0.19975910036677996,-1.4126222171087481,0.15776683299027927,0.47866803783086914,0.3199655707572653
CLYBL,11.604668256938226,0.3921564175084453,0.27756915676458876,1.4128241843564773,0.157707425472969,0.47866803783086914,0.3199655707572653
GFM1,62.14133811019678,0.19472888504398023,0.1378972395674142,1.4121304070686824,0.15791156701972964,0.47897080338639086,0.31969095905858486
MED21,45.046810316525935,-0.2842376691606644,0.20130924359954266,-1.411945443131704,0.15796602579337982,0.4790354533763572,0.3196323432953956
MASP2,3.093202903429507,-0.6952165812973993,0.4925593604947367,-1.4114371526694964,0.1581157545784435,0.47938892404494315,0.31931200426509143
HERC2P7,2.786550239427421,-0.7253372080442121,0.514008258048789,-1.411139211649327,0.15820356999149288,0.4794467132073343,0.3192596542826845
RBPMS,8.67011039335636,-0.9345628356165937,0.6625356521184655,-1.410584973998483,0.158367024759691,0.4794467132073343,0.3192596542826845
CDKN2AIP,67.71057187514837,0.3050978612905641,0.21623628584967255,1.4109466415024723,0.15826034794257338,0.4794467132073343,0.3192596542826845
SCAPER,52.309559555465555,0.2727181811502127,0.1933312047135076,1.410626812957311,0.1583546812290767,0.4794467132073343,0.3192596542826845
CARNMT1,51.1907189815476,0.27345651753813854,0.1938225284175786,1.410860335848026,0.15828579956364364,0.4794467132073343,0.3192596542826845
NUDT6,6.320565390591995,0.7082408396772855,0.5018797537949966,1.4111763511515978,0.15819262144551738,0.4794467132073343,0.3192596542826845
ZNFX1,40.32214988468533,0.3857686007311417,0.27348107719143977,1.410586080371109,0.15836669834294692,0.4794467132073343,0.3192596542826845
APOC1P1,6.531581704169938,0.7350655215363675,0.521249210506985,1.4101997791448304,0.15848070102665734,0.4796903815577547,0.31903898963973343
SULT1A1,38.03411957237646,-0.5042613418563942,0.3577036774608513,-1.4097180812785541,0.15862294356947004,0.48002039434873334,0.31874031061407976
PRDM10,7.809850618308193,-0.473287430018205,0.3358221345065862,-1.409339591964635,0.1587347770207468,0.4801482349657479,0.31862466327221595
TMEM68,25.319240386542763,-0.32928575404593297,0.23366229961276666,-1.4092378385029882,0.15876485261892403,0.4801482349657479,0.31862466327221595
HSPA13,56.93411428332336,0.37384401156658115,0.2652616480206174,1.4093406052333817,0.15873447754732928,0.4801482349657479,0.31862466327221595
PPP1R12A,280.14754396108157,0.17067499562697463,0.12114783931166229,1.4088158451419004,0.1588896285922622,0.4802841718820388,0.31850172561912266
C12orf45,46.70535359400558,-0.30566396648086114,0.2169777299546572,-1.4087342813695078,0.158913754113575,0.4802841718820388,0.31850172561912266
JARID2,148.7746862503037,-0.37241674298183186,0.2643221346335639,-1.40895027008662,0.1588498734608642,0.4802841718820388,0.31850172561912266
PCCB,38.921963692379244,0.33696131292685466,0.2392110019412587,1.4086363511390658,0.1589427242864313,0.4802841718820388,0.31850172561912266
PNPLA8,127.22796539872608,0.4070619562591702,0.28904191325932166,1.4083146339194192,0.15903792429244,0.480471387917775,0.3183324694718252
SNORA8,2.2947689908298443,-0.6855313488448098,0.48684237470527253,-1.4081176669549786,0.15909623048503885,0.4805470886520933,0.3182640495359759
DMTF1,77.61537924755635,0.2079744631801177,0.14772193009786738,1.407878051974628,0.15916718315611478,0.48061195259824196,0.3182054326937664
CCDC85C,6.0053698419833905,0.4783705198864984,0.33983114061667297,1.4076712305365116,0.15922844454248208,0.48061195259824196,0.3182054326937664
CROT,13.38795971803611,0.46771737374922406,0.3322809658981848,1.4075960459695387,0.15925071895059717,0.48061195259824196,0.3182054326937664
C18orf54,11.41476657837988,-0.5158735154103447,0.3664559527740045,-1.407736759371151,0.15920903269357367,0.48061195259824196,0.3182054326937664
TTPAL,24.53943182044565,0.3138238110837529,0.22300266944012362,1.4072648182716703,0.15934887754580518,0.4806221589251737,0.3181962100675321
CTAGE10P,4.788745027171787,-0.5386099103392324,0.3827398659586652,-1.4072479985594202,0.15935386325118883,0.4806221589251737,0.3181962100675321
C7orf73,162.50424418514194,-0.24693867089848448,0.17545773490384578,-1.4073968926694036,0.1593097321049387,0.4806221589251737,0.3181962100675321
RPS6KA4,12.902304822125613,-0.49312187297759763,0.35072166475523814,-1.4060205642606591,0.15971801841163535,0.4816199708123025,0.3172955129592056
DNLZ,16.814984976318776,0.4434745655799573,0.315529861791156,1.4054915850515783,0.15987514986173168,0.48166960657144264,0.3172507568716805
ZC3H7B,19.059053584285582,-0.3196922380122055,0.227458713107796,-1.4054956771899902,0.1598739338576427,0.48166960657144264,0.3172507568716805
PCYOX1,29.205400675207187,0.3435537374464683,0.24447140859831748,1.4052920929127934,0.1599344386588496,0.48166960657144264,0.3172507568716805
RNASEH1-AS1,9.113120187336422,-0.3223077936783979,0.22933242675475005,-1.4054174468012606,0.15989718170982525,0.48166960657144264,0.3172507568716805
BAP1,18.0340562737313,-0.29914403956304253,0.212859872594786,-1.4053566598365521,0.15991524763600218,0.48166960657144264,0.3172507568716805
BCAS2,104.84066374456886,0.3615178789391733,0.25723149976732357,1.4054183848641437,0.15989690292900727,0.48166960657144264,0.3172507568716805
CCDC77,17.056718304019473,-0.31323300448863495,0.22304017009209468,-1.4043793293347073,0.16020592284459723,0.4822938517464741,0.3166882744032242
ADAMTS3,3.6055592306193542,1.1363967731495483,0.8091856883192968,1.4043708255763627,0.1602084537628743,0.4822938517464741,0.3166882744032242
CRTAM,13.30361446416414,0.6790120866870518,0.48367916499235847,1.4038481204741977,0.1603640811177972,0.4825955972382147,0.31641664451565105
CABIN1,30.218765524927612,-0.2633298970269411,0.18758720191700692,-1.403773254976342,0.16038638051319087,0.4825955972382147,0.31641664451565105
LOC100630923,2.6773455554619825,0.70220086314083,0.5004485788956988,1.4031428857093013,0.1605742349088608,0.4825955972382147,0.31641664451565105
PNISR,541.9844485102692,-0.2199479987829341,0.15674136321512633,-1.4032543437883538,0.1605410075360253,0.4825955972382147,0.31641664451565105
LOC153684,9.9847336934669,-0.43084820635772025,0.3070279493275903,-1.403286597527371,0.16053139316832055,0.4825955972382147,0.31641664451565105
UBE2S,32.419618039943536,0.35521982620892006,0.2530836918042239,1.4035666370937283,0.1604479357603913,0.4825955972382147,0.31641664451565105
HCFC2,24.87037193346427,0.2903188893738811,0.20682525503452165,1.4036916783949978,0.16041068153638127,0.4825955972382147,0.31641664451565105
POLD1,13.266182929077637,-0.40164039423893244,0.28624448270992675,-1.4031375921608422,0.16057581312658786,0.4825955972382147,0.31641664451565105
LOC101930085,10.412554803012204,-0.40847652467345713,0.29130875882501117,-1.4022116132760307,0.16085206473998648,0.48278185666912754,0.3162490594043058
PRKAA1,55.663352044570765,0.2249334551806726,0.16038293177407287,1.4024775123672781,0.16077270109478814,0.48278185666912754,0.3162490594043058
HNRNPAB,123.4978500633348,0.27917461128482396,0.1990138876002604,1.4027895975057507,0.16067958991722142,0.48278185666912754,0.3162490594043058
HOPX,88.69282748185219,-0.7009003090803299,0.4998157677519623,-1.402317322306161,0.16082050992632213,0.48278185666912754,0.3162490594043058
MEPCE,14.036428161124151,-0.3092493610612327,0.22055430134250278,-1.4021461344387645,0.16087161293285257,0.48278185666912754,0.3162490594043058
KIAA1324L,4.7979084371013085,0.8748143168360373,0.6238324375880238,1.4023225855622483,0.16081893893335275,0.48278185666912754,0.3162490594043058
IFNAR1,178.9449884075692,0.3171781483175287,0.22618962590528785,1.4022665586366918,0.1608356626187638,0.48278185666912754,0.3162490594043058
